Year,Month,Day,Hour,Minute,Load
2018,03,03,14,53,7.4
2018,03,03,15,08,6.8
2018,03,03,15,23,7.8
2018,03,03,15,38,7.6
2018,03,03,15,53,7.1
2018,03,03,16,08,7.4
2018,03,03,16,23,6.8
2018,03,03,16,38,7.2
2018,03,03,16,53,7.8
2018,03,03,17,08,6.5
2018,03,03,17,23,8.2
2018,03,03,17,38,15.5
2018,03,03,17,53,10.1
2018,03,03,18,08,10.2
2018,03,03,18,23,15.0
2018,03,03,18,38,17.8
2018,03,03,18,53,16.0
2018,03,03,19,08,7.5
2018,03,03,19,23,11.3
2018,03,03,19,38,8.2
2018,03,03,19,53,10.7
2018,03,03,20,08,16.7
2018,03,03,20,23,17.1
2018,03,03,20,38,11.8
2018,03,03,20,53,13.3
2018,03,03,21,08,12.2
2018,03,03,21,23,10.1
2018,03,03,21,38,9.9
2018,03,03,21,53,11.9
2018,03,03,22,08,14.9
2018,03,03,22,23,11.4
2018,03,03,22,38,11.8
2018,03,03,22,53,9.0
2018,03,03,23,08,8.6
2018,03,03,23,23,7.7
2018,03,03,23,38,8.1
2018,03,03,23,53,7.1
2018,03,03,00,08,7.3
2018,03,03,00,23,9.6
2018,03,03,00,38,7.4
2018,03,03,00,53,7.2
2018,03,03,01,08,7.3
2018,03,03,01,23,7.2
2018,03,03,01,38,7.0
2018,03,03,01,53,6.9
2018,03,03,02,08,7.0
2018,03,03,02,23,6.7
2018,03,03,02,38,9.2
2018,03,03,02,53,7.0
2018,03,03,03,08,7.0
2018,03,03,03,23,8.4
2018,03,03,03,38,7.5
2018,03,03,03,53,9.2
2018,03,03,04,08,9.3
2018,03,03,04,23,7.0
2018,03,03,04,38,6.8
2018,03,03,04,53,6.8
2018,03,03,05,08,6.6
2018,03,03,05,23,6.5
2018,03,03,05,38,6.1
2018,03,03,05,53,6.4
2018,03,03,06,08,6.0
2018,03,03,06,23,6.4
2018,03,03,06,38,6.5
2018,03,03,06,53,6.1
2018,03,03,07,08,6.1
2018,03,03,07,23,6.5
2018,03,03,07,38,6.1
2018,03,03,07,53,6.3
2018,03,03,08,08,6.7
2018,03,03,08,23,7.6
2018,03,03,08,38,7.7
2018,03,03,08,53,7.8
2018,03,03,09,08,6.7
2018,03,03,09,23,6.7
2018,03,03,09,38,7.5
2018,03,03,09,53,14.3
2018,03,03,10,08,10.6
2018,03,03,10,23,9.2
2018,03,03,10,38,11.1
2018,03,03,10,53,12.0
2018,03,03,11,08,14.9
2018,03,03,11,23,9.3
2018,03,03,11,38,10.3
2018,03,03,11,53,8.4
2018,03,03,12,08,9.7
2018,03,03,12,23,9.6
2018,03,03,12,38,8.2
2018,03,03,12,53,9.7
2018,03,03,13,08,6.7
2018,03,03,13,23,6.8
2018,03,03,13,38,6.5
2018,03,03,13,53,7.9
2018,03,03,14,08,7.8
2018,03,03,14,23,7.6
2018,03,03,14,38,7.5
2018,03,03,14,53,8.6
2018,03,03,15,08,9.2
2018,03,03,15,23,9.4
2018,03,03,15,38,11.2
2018,03,03,15,53,9.8
2018,03,03,16,08,11.8
2018,03,03,16,23,13.5
2018,03,03,16,38,13.9
2018,03,03,16,53,12.2
2018,03,03,17,08,9.0
2018,03,03,17,23,10.8
2018,03,03,17,38,11.5
2018,03,03,17,53,9.7
2018,03,03,18,08,7.6
2018,03,03,18,23,7.9
2018,03,03,18,38,9.3
2018,03,03,18,53,9.4
2018,03,03,19,08,8.2
2018,03,03,19,23,7.5
2018,03,03,19,38,8.2
2018,03,03,19,53,7.5
2018,03,03,20,08,7.9
2018,03,03,20,23,14.3
2018,03,03,20,38,10.6
2018,03,03,20,53,7.8
2018,03,03,21,08,9.1
2018,03,03,21,23,11.4
2018,03,03,21,38,8.9
2018,03,03,21,53,7.7
2018,03,03,22,08,8.1
2018,03,03,22,23,7.2
2018,03,03,22,38,7.8
2018,03,03,22,53,7.2
2018,03,03,23,08,10.5
2018,03,03,23,23,8.3
2018,03,03,23,38,9.8
2018,03,03,23,53,9.0
2018,03,03,00,08,8.2
2018,03,03,00,23,9.2
2018,03,03,00,38,7.9
2018,03,03,00,53,7.8
2018,03,03,01,08,7.6
2018,03,03,01,23,6.6
2018,03,03,01,38,7.6
2018,03,03,01,53,6.9
2018,03,03,02,08,7.3
2018,03,03,02,23,6.4
2018,03,03,02,38,6.6
2018,03,03,02,53,6.4
2018,03,03,03,08,6.3
2018,03,03,03,23,6.5
2018,03,03,03,38,6.8
2018,03,03,03,53,6.8
2018,03,03,04,08,6.6
2018,03,03,04,23,6.9
2018,03,03,04,38,6.4
2018,03,03,04,53,5.8
2018,03,03,05,08,6.1
2018,03,03,05,23,6.3
2018,03,03,05,38,6.4
2018,03,03,05,53,6.4
2018,03,03,06,08,6.5
2018,03,03,06,23,6.0
2018,03,03,06,38,6.3
2018,03,03,06,53,7.8
2018,03,03,07,08,5.7
2018,03,03,07,23,5.6
2018,03,03,07,38,5.9
2018,03,03,07,53,6.1
2018,03,03,08,08,5.6
2018,03,03,08,23,5.8
2018,03,03,08,38,6.2
2018,03,03,08,53,9.4
2018,03,03,09,08,4.8
2018,03,03,09,23,7.0
2018,03,03,09,38,7.3
2018,03,03,09,53,9.9
2018,03,03,10,08,9.1
2018,03,03,10,23,6.3
2018,03,03,10,38,7.3
2018,03,03,10,53,6.8
2018,03,03,11,08,8.4
2018,03,03,11,23,7.4
2018,03,03,11,38,6.2
2018,03,03,11,53,8.3
2018,03,03,12,08,6.5
2018,03,03,12,23,7.5
2018,03,03,12,38,6.7
2018,03,03,12,53,9.6
2018,03,03,13,08,11.5
2018,03,03,13,23,8.9
2018,03,03,13,38,7.9
2018,03,03,13,53,6.9
2018,03,03,14,08,6.5
2018,03,03,14,23,7.3
2018,03,03,14,38,6.1
2018,03,03,14,53,7.1
2018,03,03,15,08,6.8
2018,03,03,15,23,7.7
2018,03,03,15,38,6.7
2018,03,03,15,53,6.2
2018,03,03,16,08,6.1
2018,03,03,16,23,6.9
2018,03,03,16,38,7.6
2018,03,03,16,53,8.7
2018,03,03,17,08,6.9
2018,03,03,17,23,7.2
2018,03,03,17,38,8.1
2018,03,03,17,53,7.1
2018,03,03,18,08,6.9
2018,03,03,18,23,9.1
2018,03,03,18,38,7.9
2018,03,03,18,53,6.8
2018,03,03,19,08,7.1
2018,03,03,19,23,9.0
2018,03,03,19,38,9.9
2018,03,03,19,53,10.0
2018,03,03,20,08,7.0
2018,03,03,20,23,8.9
2018,03,03,20,38,8.4
2018,03,03,20,53,9.6
2018,03,03,21,08,9.5
2018,03,03,21,23,8.1
2018,03,03,21,38,8.0
2018,03,03,21,53,7.2
2018,03,03,22,08,7.3
2018,03,03,22,23,8.0
2018,03,03,22,38,8.3
2018,03,03,22,53,8.5
2018,03,03,23,08,7.8
2018,03,03,23,23,7.2
2018,03,03,23,38,7.3
2018,03,03,23,53,7.2
2018,04,04,00,08,8.1
2018,04,04,00,23,7.1
2018,04,04,00,38,6.8
2018,04,04,00,53,6.5
2018,04,04,01,08,7.5
2018,04,04,01,23,6.7
2018,04,04,01,38,8.0
2018,04,04,01,53,7.6
2018,04,04,02,08,7.8
2018,04,04,02,23,7.0
2018,04,04,02,38,6.5
2018,04,04,02,53,6.6
2018,04,04,03,08,6.5
2018,04,04,03,23,6.4
2018,04,04,03,38,6.3
2018,04,04,03,53,6.3
2018,04,04,04,08,6.5
2018,04,04,04,23,6.4
2018,04,04,04,38,6.5
2018,04,04,04,53,6.2
2018,04,04,05,08,6.1
2018,04,04,05,23,6.0
2018,04,04,05,38,6.0
2018,04,04,05,53,6.0
2018,04,04,06,08,6.2
2018,04,04,06,23,5.9
2018,04,04,06,38,6.1
2018,04,04,06,53,6.2
2018,04,04,07,08,5.8
2018,04,04,07,23,5.7
2018,04,04,07,38,6.1
2018,04,04,07,53,5.9
2018,04,04,08,08,6.1
2018,04,04,08,23,6.1
2018,04,04,08,38,7.2
2018,04,04,08,53,6.5
2018,04,04,09,08,6.5
2018,04,04,09,23,6.4
2018,04,04,09,38,6.5
2018,04,04,09,53,7.1
2018,04,04,10,08,6.4
2018,04,04,10,23,6.3
2018,04,04,10,38,6.1
2018,04,04,10,53,9.1
2018,04,04,11,08,8.3
2018,04,04,11,23,6.2
2018,04,04,11,38,7.1
2018,04,04,11,53,9.8
2018,04,04,12,08,8.9
2018,04,04,12,23,7.2
2018,04,04,12,38,8.1
2018,04,04,12,53,6.7
2018,04,04,13,08,6.7
2018,04,04,13,23,7.7
2018,04,04,13,38,8.7
2018,04,04,13,53,6.5
2018,04,04,14,08,7.4
2018,04,04,14,23,8.4
2018,04,04,14,38,7.6
2018,04,04,14,53,7.1
2018,04,04,15,08,6.4
2018,04,04,15,23,7.4
2018,04,04,15,38,6.8
2018,04,04,15,53,7.4
2018,04,04,16,08,10.6
2018,04,04,16,23,6.9
2018,04,04,16,38,6.9
2018,04,04,16,53,8.7
2018,04,04,17,08,6.8
2018,04,04,17,23,7.9
2018,04,04,17,38,9.2
2018,04,04,17,53,8.3
2018,04,04,18,08,8.5
2018,04,04,18,23,9.2
2018,04,04,18,38,8.3
2018,04,04,18,53,8.3
2018,04,04,19,08,7.0
2018,04,04,19,23,8.3
2018,04,04,19,38,6.9
2018,04,04,19,53,8.8
2018,04,04,20,08,8.8
2018,04,04,20,23,8.2
2018,04,04,20,38,7.5
2018,04,04,20,53,8.8
2018,04,04,21,08,8.6
2018,04,04,21,23,11.0
2018,04,04,21,38,8.6
2018,04,04,21,53,11.0
2018,04,04,22,08,10.6
2018,04,04,22,23,8.6
2018,04,04,22,38,8.8
2018,04,04,22,53,9.5
2018,04,04,23,08,8.4
2018,04,04,23,23,7.6
2018,04,04,23,38,7.4
2018,04,04,23,53,7.4
2018,04,04,00,08,7.0
2018,04,04,00,23,7.9
2018,04,04,00,38,6.6
2018,04,04,00,53,6.8
2018,04,04,01,08,6.7
2018,04,04,01,23,6.7
2018,04,04,01,38,6.6
2018,04,04,01,53,6.9
2018,04,04,02,08,6.7
2018,04,04,02,23,6.4
2018,04,04,02,38,8.6
2018,04,04,02,53,8.7
2018,04,04,03,08,6.8
2018,04,04,03,23,6.6
2018,04,04,03,38,6.7
2018,04,04,03,53,8.7
2018,04,04,04,08,6.4
2018,04,04,04,23,6.8
2018,04,04,04,38,6.5
2018,04,04,04,53,6.3
2018,04,04,05,08,6.3
2018,04,04,05,23,6.1
2018,04,04,05,38,6.2
2018,04,04,05,53,6.1
2018,04,04,06,08,6.2
2018,04,04,06,23,6.1
2018,04,04,06,38,6.3
2018,04,04,06,53,5.7
2018,04,04,07,08,5.6
2018,04,04,07,23,5.7
2018,04,04,07,38,5.7
2018,04,04,07,53,5.9
2018,04,04,08,08,5.8
2018,04,04,08,23,5.9
2018,04,04,08,38,5.8
2018,04,04,08,53,9.2
2018,04,04,09,08,4.4
2018,04,04,09,23,8.0
2018,04,04,09,38,8.0
2018,04,04,09,53,8.4
2018,04,04,10,08,7.3
2018,04,04,10,23,7.1
2018,04,04,10,38,6.6
2018,04,04,10,53,6.4
2018,04,04,11,08,12.7
2018,04,04,11,23,8.5
2018,04,04,11,38,8.3
2018,04,04,11,53,7.4
2018,04,04,12,08,6.7
2018,04,04,12,23,7.5
2018,04,04,12,38,8.5
2018,04,04,12,53,8.0
2018,04,04,13,08,8.1
2018,04,04,13,23,8.1
2018,04,04,13,38,7.9
2018,04,04,13,53,8.1
2018,04,04,14,08,7.6
2018,04,04,14,23,7.8
2018,04,04,14,38,7.3
2018,04,04,14,53,7.3
2018,04,04,15,08,9.8
2018,04,04,15,23,7.3
2018,04,04,15,38,7.9
2018,04,04,15,53,8.0
2018,04,04,16,08,6.2
2018,04,04,16,23,9.4
2018,04,04,16,38,6.8
2018,04,04,16,53,6.3
2018,04,04,17,08,6.3
2018,04,04,17,23,11.2
2018,04,04,17,38,7.0
2018,04,04,17,53,7.4
2018,04,04,18,08,7.8
2018,04,04,18,23,8.8
2018,04,04,18,38,8.0
2018,04,04,18,53,10.3
2018,04,04,19,08,8.5
2018,04,04,19,23,8.3
2018,04,04,19,38,6.8
2018,04,04,19,53,7.8
2018,04,04,20,08,7.3
2018,04,04,20,23,10.2
2018,04,04,20,38,9.6
2018,04,04,20,53,10.5
2018,04,04,21,08,9.7
2018,04,04,21,23,12.1
2018,04,04,21,38,13.6
2018,04,04,21,53,13.2
2018,04,04,22,08,9.7
2018,04,04,22,23,13.1
2018,04,04,22,38,8.7
2018,04,04,22,53,10.3
2018,04,04,23,08,13.0
2018,04,04,23,23,9.5
2018,04,04,23,38,8.6
2018,04,04,23,53,7.5
2018,04,04,00,08,7.5
2018,04,04,00,23,7.3
2018,04,04,00,38,8.4
2018,04,04,00,53,6.9
2018,04,04,01,08,6.5
2018,04,04,01,23,6.8
2018,04,04,01,38,6.8
2018,04,04,01,53,6.7
2018,04,04,02,08,6.7
2018,04,04,02,23,6.8
2018,04,04,02,38,6.8
2018,04,04,02,53,6.5
2018,04,04,03,08,6.3
2018,04,04,03,23,6.6
2018,04,04,03,38,6.1
2018,04,04,03,53,6.4
2018,04,04,04,08,6.3
2018,04,04,04,23,6.7
2018,04,04,04,38,6.5
2018,04,04,04,53,6.3
2018,04,04,05,08,6.4
2018,04,04,05,23,6.3
2018,04,04,05,38,5.9
2018,04,04,05,53,5.9
2018,04,04,06,08,6.2
2018,04,04,06,23,6.1
2018,04,04,06,38,6.7
2018,04,04,06,53,5.7
2018,04,04,07,08,7.4
2018,04,04,07,23,5.7
2018,04,04,07,38,6.5
2018,04,04,07,53,7.7
2018,04,04,08,08,8.0
2018,04,04,08,23,8.5
2018,04,04,08,38,8.7
2018,04,04,08,53,7.1
2018,04,04,09,08,8.9
2018,04,04,09,23,8.6
2018,04,04,09,38,7.8
2018,04,04,09,53,8.5
2018,04,04,10,08,8.8
2018,04,04,10,23,7.7
2018,04,04,10,38,9.1
2018,04,04,10,53,7.3
2018,04,04,11,08,9.6
2018,04,04,11,23,8.6
2018,04,04,11,38,9.9
2018,04,04,11,53,8.3
2018,04,04,12,08,8.1
2018,04,04,12,23,10.2
2018,04,04,12,38,8.3
2018,04,04,12,53,8.9
2018,04,04,13,08,10.4
2018,04,04,13,23,8.9
2018,04,04,13,38,8.3
2018,04,04,13,53,8.0
2018,04,04,14,08,11.7
2018,04,04,14,23,11.2
2018,04,04,14,38,8.6
2018,04,04,14,53,7.9
2018,04,04,15,08,8.5
2018,04,04,15,23,10.0
2018,04,04,15,38,9.9
2018,04,04,15,53,9.8
2018,04,04,16,08,10.3
2018,04,04,16,23,11.3
2018,04,04,16,38,13.9
2018,04,04,16,53,9.3
2018,04,04,17,08,9.3
2018,04,04,17,23,13.8
2018,04,04,17,38,14.2
2018,04,04,17,53,17.8
2018,04,04,18,08,12.3
2018,04,04,18,23,14.6
2018,04,04,18,38,10.6
2018,04,04,18,53,11.6
2018,04,04,19,08,14.1
2018,04,04,19,23,13.6
2018,04,04,19,38,12.1
2018,04,04,19,53,11.6
2018,04,04,20,08,11.7
2018,04,04,20,23,12.0
2018,04,04,20,38,10.9
2018,04,04,20,53,10.1
2018,04,04,21,08,10.5
2018,04,04,21,23,12.1
2018,04,04,21,38,11.3
2018,04,04,21,53,9.5
2018,04,04,22,08,10.5
2018,04,04,22,23,10.2
2018,04,04,22,38,10.0
2018,04,04,22,53,9.7
2018,04,04,23,08,8.1
2018,04,04,23,23,8.4
2018,04,04,23,38,8.0
2018,04,04,23,53,7.6
2018,04,04,00,08,7.8
2018,04,04,00,23,8.3
2018,04,04,00,38,9.1
2018,04,04,00,53,7.8
2018,04,04,01,08,7.8
2018,04,04,01,23,7.3
2018,04,04,01,38,7.2
2018,04,04,01,53,7.3
2018,04,04,02,08,6.9
2018,04,04,02,23,6.9
2018,04,04,02,38,6.9
2018,04,04,02,53,6.5
2018,04,04,03,08,6.9
2018,04,04,03,23,6.8
2018,04,04,03,38,6.6
2018,04,04,03,53,6.7
2018,04,04,04,08,6.6
2018,04,04,04,23,7.0
2018,04,04,04,38,6.3
2018,04,04,04,53,7.0
2018,04,04,05,08,6.8
2018,04,04,05,23,6.4
2018,04,04,05,38,6.4
2018,04,04,05,53,6.5
2018,04,04,06,08,6.2
2018,04,04,06,23,6.3
2018,04,04,06,38,6.5
2018,04,04,06,53,6.7
2018,04,04,07,08,7.0
2018,04,04,07,23,6.9
2018,04,04,07,38,6.6
2018,04,04,07,53,8.3
2018,04,04,08,08,8.4
2018,04,04,08,23,8.2
2018,04,04,08,38,7.9
2018,04,04,08,53,8.7
2018,04,04,09,08,7.1
2018,04,04,09,23,8.3
2018,04,04,09,38,8.1
2018,04,04,09,53,7.8
2018,04,04,10,08,7.9
2018,04,04,10,23,7.4
2018,04,04,10,38,7.4
2018,04,04,10,53,7.1
2018,04,04,11,08,8.9
2018,04,04,11,23,7.8
2018,04,04,11,38,7.6
2018,04,04,11,53,8.4
2018,04,04,12,08,9.1
2018,04,04,12,23,7.7
2018,04,04,12,38,7.7
2018,04,04,12,53,7.6
2018,04,04,13,08,9.8
2018,04,04,13,23,11.8
2018,04,04,13,38,13.8
2018,04,04,13,53,9.4
2018,04,04,14,08,9.3
2018,04,04,14,23,9.7
2018,04,04,14,38,15.9
2018,04,04,14,53,10.8
2018,04,04,15,08,11.1
2018,04,04,15,23,12.4
2018,04,04,15,38,9.7
2018,04,04,15,53,14.0
2018,04,04,16,08,7.9
2018,04,04,16,23,8.8
2018,04,04,16,38,12.5
2018,04,04,16,53,10.2
2018,04,04,17,08,9.7
2018,04,04,17,23,7.0
2018,04,04,17,38,9.2
2018,04,04,17,53,9.5
2018,04,04,18,08,12.3
2018,04,04,18,23,11.8
2018,04,04,18,38,14.4
2018,04,04,18,53,9.2
2018,04,04,19,08,7.9
2018,04,04,19,23,8.5
2018,04,04,19,38,7.5
2018,04,04,19,53,8.1
2018,04,04,20,08,10.1
2018,04,04,20,23,8.9
2018,04,04,20,38,8.5
2018,04,04,20,53,8.3
2018,04,04,21,08,7.8
2018,04,04,21,23,8.3
2018,04,04,21,38,9.2
2018,04,04,21,53,11.1
2018,04,04,22,08,13.0
2018,04,04,22,23,9.3
2018,04,04,22,38,8.1
2018,04,04,22,53,10.2
2018,04,04,23,08,8.1
2018,04,04,23,23,8.2
2018,04,04,23,38,8.1
2018,04,04,23,53,8.2
2018,04,04,00,08,7.4
2018,04,04,00,23,7.3
2018,04,04,00,38,7.4
2018,04,04,00,53,7.1
2018,04,04,01,08,6.6
2018,04,04,01,23,7.1
2018,04,04,01,38,6.8
2018,04,04,01,53,7.0
2018,04,04,02,08,7.8
2018,04,04,02,23,6.4
2018,04,04,02,38,6.3
2018,04,04,02,53,6.3
2018,04,04,03,08,6.3
2018,04,04,03,23,6.6
2018,04,04,03,38,6.5
2018,04,04,03,53,6.7
2018,04,04,04,08,6.4
2018,04,04,04,23,6.0
2018,04,04,04,38,5.7
2018,04,04,04,53,5.8
2018,04,04,05,08,5.8
2018,04,04,05,23,7.3
2018,04,04,05,38,6.2
2018,04,04,05,53,6.5
2018,04,04,06,08,6.0
2018,04,04,06,23,5.9
2018,04,04,06,38,6.0
2018,04,04,06,53,6.1
2018,04,04,07,08,6.6
2018,04,04,07,23,6.4
2018,04,04,07,38,7.6
2018,04,04,07,53,8.5
2018,04,04,08,08,8.0
2018,04,04,08,23,8.1
2018,04,04,08,38,7.0
2018,04,04,08,53,7.3
2018,04,04,09,08,7.4
2018,04,04,09,23,7.4
2018,04,04,09,38,7.3
2018,04,04,09,53,6.4
2018,04,04,10,08,7.2
2018,04,04,10,23,7.6
2018,04,04,10,38,8.6
2018,04,04,10,53,8.1
2018,04,04,11,08,7.9
2018,04,04,11,23,7.9
2018,04,04,11,38,6.4
2018,04,04,11,53,6.5
2018,04,04,12,08,7.4
2018,04,04,12,23,7.9
2018,04,04,12,38,7.4
2018,04,04,12,53,8.1
2018,04,04,13,08,8.7
2018,04,04,13,23,7.2
2018,04,04,13,38,7.9
2018,04,04,13,53,8.2
2018,04,04,14,08,6.6
2018,04,04,14,23,7.6
2018,04,04,14,38,7.1
2018,04,04,14,53,7.7
2018,04,04,15,08,9.6
2018,04,04,15,23,8.2
2018,04,04,15,38,7.4
2018,04,04,15,53,8.7
2018,04,04,16,08,8.1
2018,04,04,16,23,8.1
2018,04,04,16,38,8.3
2018,04,04,16,53,8.5
2018,04,04,17,08,8.7
2018,04,04,17,23,8.9
2018,04,04,17,38,9.4
2018,04,04,17,53,9.4
2018,04,04,18,08,12.5
2018,04,04,18,23,9.4
2018,04,04,18,38,11.9
2018,04,04,18,53,9.7
2018,04,04,19,08,12.2
2018,04,04,19,23,12.6
2018,04,04,19,38,12.0
2018,04,04,19,53,13.1
2018,04,04,20,08,11.4
2018,04,04,20,23,8.9
2018,04,04,20,38,11.8
2018,04,04,20,53,12.0
2018,04,04,21,08,10.6
2018,04,04,21,23,12.7
2018,04,04,21,38,11.2
2018,04,04,21,53,15.4
2018,04,04,22,08,18.0
2018,04,04,22,23,15.9
2018,04,04,22,38,12.0
2018,04,04,22,53,10.9
2018,04,04,23,08,7.7
2018,04,04,23,23,8.6
2018,04,04,23,38,7.7
2018,04,04,23,53,8.1
2018,04,04,00,08,7.4
2018,04,04,00,23,6.8
2018,04,04,00,38,7.4
2018,04,04,00,53,6.8
2018,04,04,01,08,6.9
2018,04,04,01,23,8.4
2018,04,04,01,38,8.0
2018,04,04,01,53,7.0
2018,04,04,02,08,6.9
2018,04,04,02,23,6.5
2018,04,04,02,38,6.4
2018,04,04,02,53,6.4
2018,04,04,03,08,6.2
2018,04,04,03,23,6.5
2018,04,04,03,38,6.0
2018,04,04,03,53,6.3
2018,04,04,04,08,6.7
2018,04,04,04,23,6.6
2018,04,04,04,38,6.1
2018,04,04,04,53,6.1
2018,04,04,05,08,6.0
2018,04,04,05,23,7.3
2018,04,04,05,38,7.3
2018,04,04,05,53,8.4
2018,04,04,06,08,6.3
2018,04,04,06,23,6.1
2018,04,04,06,38,6.1
2018,04,04,06,53,5.9
2018,04,04,07,08,8.1
2018,04,04,07,23,7.6
2018,04,04,07,38,9.2
2018,04,04,07,53,8.1
2018,04,04,08,08,8.3
2018,04,04,08,23,8.0
2018,04,04,08,38,7.2
2018,04,04,08,53,10.0
2018,04,04,09,08,8.4
2018,04,04,09,23,7.5
2018,04,04,09,38,7.8
2018,04,04,09,53,7.3
2018,04,04,10,08,7.3
2018,04,04,10,23,7.9
2018,04,04,10,38,7.6
2018,04,04,10,53,7.2
2018,04,04,11,08,10.9
2018,04,04,11,23,6.4
2018,04,04,11,38,6.5
2018,04,04,11,53,7.2
2018,04,04,12,08,7.8
2018,04,04,12,23,6.4
2018,04,04,12,38,6.2
2018,04,04,12,53,8.7
2018,04,04,13,08,8.0
2018,04,04,13,23,7.3
2018,04,04,13,38,8.4
2018,04,04,13,53,6.3
2018,04,04,14,08,6.7
2018,04,04,14,23,6.7
2018,04,04,14,38,9.2
2018,04,04,14,53,8.2
2018,04,04,15,08,8.2
2018,04,04,15,23,11.6
2018,04,04,15,38,7.2
2018,04,04,15,53,7.2
2018,04,04,16,08,6.8
2018,04,04,16,23,9.3
2018,04,04,16,38,12.3
2018,04,04,16,53,13.4
2018,04,04,17,08,11.2
2018,04,04,17,23,10.2
2018,04,04,17,38,7.3
2018,04,04,17,53,9.0
2018,04,04,18,08,6.9
2018,04,04,18,23,7.5
2018,04,04,18,38,9.1
2018,04,04,18,53,9.4
2018,04,04,19,08,8.5
2018,04,04,19,23,10.0
2018,04,04,19,38,8.7
2018,04,04,19,53,8.4
2018,04,04,20,08,10.3
2018,04,04,20,23,8.5
2018,04,04,20,38,10.4
2018,04,04,20,53,8.4
2018,04,04,21,08,7.8
2018,04,04,21,23,7.2
2018,04,04,21,38,7.0
2018,04,04,21,53,6.9
2018,04,04,22,08,8.8
2018,04,04,22,23,8.3
2018,04,04,22,38,7.7
2018,04,04,22,53,7.3
2018,04,04,23,08,7.4
2018,04,04,23,23,7.9
2018,04,04,23,38,7.0
2018,04,04,23,53,7.5
2018,04,04,00,08,8.0
2018,04,04,00,23,7.8
2018,04,04,00,38,6.8
2018,04,04,00,53,7.0
2018,04,04,01,08,6.7
2018,04,04,01,23,7.0
2018,04,04,01,38,6.3
2018,04,04,01,53,7.4
2018,04,04,02,08,7.9
2018,04,04,02,23,9.4
2018,04,04,02,38,8.9
2018,04,04,02,53,8.4
2018,04,04,03,08,8.6
2018,04,04,03,23,6.4
2018,04,04,03,38,8.1
2018,04,04,03,53,6.5
2018,04,04,04,08,6.2
2018,04,04,04,23,6.6
2018,04,04,04,38,5.9
2018,04,04,04,53,6.4
2018,04,04,05,08,6.1
2018,04,04,05,23,6.3
2018,04,04,05,38,6.0
2018,04,04,05,53,6.1
2018,04,04,06,08,6.2
2018,04,04,06,23,6.5
2018,04,04,06,38,6.0
2018,04,04,06,53,7.8
2018,04,04,07,08,7.1
2018,04,04,07,23,6.4
2018,04,04,07,38,6.2
2018,04,04,07,53,6.0
2018,04,04,08,08,5.9
2018,04,04,08,23,6.0
2018,04,04,08,38,5.5
2018,04,04,08,53,5.8
2018,04,04,09,08,5.9
2018,04,04,09,23,6.3
2018,04,04,09,38,6.3
2018,04,04,09,53,6.1
2018,04,04,10,08,15.5
2018,04,04,10,23,7.3
2018,04,04,10,38,6.5
2018,04,04,10,53,6.6
2018,04,04,11,08,11.7
2018,04,04,11,23,10.9
2018,04,04,11,38,9.1
2018,04,04,11,53,6.6
2018,04,04,12,08,7.6
2018,04,04,12,23,7.4
2018,04,04,12,38,7.4
2018,04,04,12,53,6.6
2018,04,04,13,08,7.7
2018,04,04,13,23,8.1
2018,04,04,13,38,7.5
2018,04,04,13,53,7.4
2018,04,04,14,08,9.4
2018,04,04,14,23,7.2
2018,04,04,14,38,9.2
2018,04,04,14,53,7.2
2018,04,04,15,08,7.4
2018,04,04,15,23,7.6
2018,04,04,15,38,10.2
2018,04,04,15,53,7.0
2018,04,04,16,08,7.3
2018,04,04,16,23,7.3
2018,04,04,16,38,7.5
2018,04,04,16,53,11.8
2018,04,04,17,08,9.7
2018,04,04,17,23,11.7
2018,04,04,17,38,13.7
2018,04,04,17,53,12.1
2018,04,04,18,08,14.5
2018,04,04,18,23,13.1
2018,04,04,18,38,13.4
2018,04,04,18,53,10.7
2018,04,04,19,08,10.8
2018,04,04,19,23,9.9
2018,04,04,19,38,10.1
2018,04,04,19,53,10.0
2018,04,04,20,08,8.5
2018,04,04,20,23,8.3
2018,04,04,20,38,8.1
2018,04,04,20,53,7.4
2018,04,04,21,08,7.9
2018,04,04,21,23,9.1
2018,04,04,21,38,7.9
2018,04,04,21,53,7.3
2018,04,04,22,08,8.2
2018,04,04,22,23,7.2
2018,04,04,22,38,8.6
2018,04,04,22,53,8.9
2018,04,04,23,08,8.9
2018,04,04,23,23,7.5
2018,04,04,23,38,7.1
2018,04,04,23,53,7.2
2018,04,04,00,08,6.8
2018,04,04,00,23,7.9
2018,04,04,00,38,7.3
2018,04,04,00,53,6.9
2018,04,04,01,08,6.9
2018,04,04,01,23,6.7
2018,04,04,01,38,6.7
2018,04,04,01,53,6.7
2018,04,04,02,08,8.0
2018,04,04,02,23,7.0
2018,04,04,02,38,7.4
2018,04,04,02,53,6.4
2018,04,04,03,08,6.5
2018,04,04,03,23,6.1
2018,04,04,03,38,6.7
2018,04,04,03,53,6.7
2018,04,04,04,08,7.1
2018,04,04,04,23,6.6
2018,04,04,04,38,5.8
2018,04,04,04,53,5.9
2018,04,04,05,08,5.9
2018,04,04,05,23,6.3
2018,04,04,05,38,6.5
2018,04,04,05,53,6.0
2018,04,04,06,08,6.0
2018,04,04,06,23,6.1
2018,04,04,06,38,5.8
2018,04,04,06,53,5.8
2018,04,04,07,08,6.0
2018,04,04,07,23,6.1
2018,04,04,07,38,5.7
